    0.27	    0.27	    0.27	   -1.00	   -1.00	   -1.00	   -1.00	   -1.00	   -1.00	   -1.00	
  252.48	    0.51	    0.39	-1      	-1      	-1      	-1      	-1      	-1      	-1      	
